"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","16-12-19","17-12-19","18-12-19","19-12-19","20-12-19","21-12-19","22-12-19","23-12-19","24-12-19","25-12-19"
14232,205002,"VIZIANAGARAM","GARUGUBILLI","Gijaba",83.499911,18.805873,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14233,190929,"SRIKAKULAM","PALASA","ADAVIKOTTURU",84.430575,18.793496,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14234,132038,"SRIKAKULAM","PALASA","Tekkalipatnam",84.406067,18.799789,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14235,132010,"SRIKAKULAM","PALASA","Maradarajapuram",84.376951,18.797512,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14236,204024,"VIZIANAGARAM","JIYYAMMAVALASA","Gorli",83.657495,18.807309,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14237,206010,"VIZIANAGARAM","PARVATHIPURAM","Sangamvalasa2",83.339471,18.81429,70.68625,73.02,75.17875,76.7125,78.5225,72.44125,73.72,73.4575,72.605,72.3125
14238,204029,"VIZIANAGARAM","JIYYAMMAVALASA","Joguladumma",83.577453,18.805153,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14239,113024,"SRIKAKULAM","SEETHAMPETA","Chinapolla",83.795148,18.806004,78.12125,80.3275,81,81.82875,81.08125,80.485,81.5875,76.475,75.335,73.6
14240,126007,"SRIKAKULAM","MELIAPUTTI","Mara",84.298592,18.793972,76.825,78.485,79.8375,80.6375,78.28,77.195,78.4025,71.62,73.38,76.0725
14241,204027,"VIZIANAGARAM","JIYYAMMAVALASA","Sikhabadi",83.595186,18.803688,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14242,206003,"VIZIANAGARAM","PARVATHIPURAM","Krishnapalle",83.411676,18.809154,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14243,204030,"VIZIANAGARAM","JIYYAMMAVALASA","LakshmipuramNearParajapadu",83.552777,18.800799,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14244,203089,"VIZIANAGARAM","KURUPAM","Gadali",83.734359,18.808556,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14245,115007,"SRIKAKULAM","KOTHURU","Althi",84.020686,18.800098,77.98125,79.20125,79.64375,79.69875,76.91375,77.62875,78.415,73.94,75.2625,75.2025
14246,132012,"SRIKAKULAM","PALASA","Loddabhadra",84.396958,18.795564,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14247,119014,"SRIKAKULAM","MELIAPUTTI","Karajada",84.350704,18.782919,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14248,135059,"SRIKAKULAM","KOTHURU","VeeranarayanaPuram1",83.937107,18.798172,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14249,201096,"VIZIANAGARAM","KOMARADA","Vikrampuram1",83.444413,18.805774,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14250,203092,"VIZIANAGARAM","KURUPAM","GangannadoraValasa",83.697931,18.806414,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14251,126008,"SRIKAKULAM","MELIAPUTTI","Kodukoligam",84.328161,18.784623,76.825,78.485,79.8375,80.6375,78.28,77.195,78.4025,71.62,73.38,76.0725
14252,295907,"VIZIANAGARAM","KOMARADA","Sivini",83.432869,18.803634,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14253,206004,"VIZIANAGARAM","PARVATHIPURAM","Radhampeta",83.421241,18.804746,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14254,113012,"SRIKAKULAM","SEETHAMPETA","Killada",83.841673,18.791922,78.12125,80.3275,81,81.82875,81.08125,80.485,81.5875,76.475,75.335,73.6
14255,203091,"VIZIANAGARAM","KURUPAM","KakiliNearNeelakantapuram",83.724461,18.800025,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
